,date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,Overal_23_home,Potencial_23_home,Overal_23_away,Potencial_23_away,Overal_22_home,Potencial_22_home,Overal_22_away,Potencial_22_away,Overal_21_home,Potencial_21_home,Overal_21_away,Potencial_21_away,Overal_20_home,Potencial_20_home,Overal_20_away,Potencial_20_away,Overal_19_home,Potencial_19_home,Overal_19_away,Potencial_19_away,Overal_18_home,Potencial_18_home,Overal_18_away,Potencial_18_away,Overal_17_home,Potencial_17_home,Overal_17_away,Potencial_17_away,result,ndate,away_team_cod,home_team_cod
19241,2017-01-26,Brazil,Colombia,South America,South America,2,6,1544,1344,1,0,Friendly,Rio de Janeiro,Brazil,False,No,Win,70.55658627087199,74.7291280148423,64.03180212014134,71.26855123674912,72.4114774114774,74.91086691086691,69.3385214007782,73.46692607003891,72.19235511713933,75.15043156596793,68.29681978798587,73.56890459363957,71.99065420560747,74.92640186915888,65.98272138228941,71.57451403887688,71.16169154228855,73.17412935323384,65.578073089701,70.83222591362126,70.90794451450189,72.74653215636822,65.61485319516407,71.04317789291882,69.88465845464725,71.53751399776036,65.55614035087719,70.74035087719298,1,2017-01-26,15,15
19243,2017-01-28,Senegal,Cameroon,Africa,Africa,33,62,742,551,0,0,African Cup of Nations,Franceville,Gabon,True,No,Draw,66.49107142857143,72.78571428571429,66.55405405405405,72.29729729729729,69.16778523489933,72.95302013422818,68.45744680851064,72.93617021276596,67.92805755395683,72.83453237410072,67.6,73.12222222222222,68.5982905982906,73.58974358974359,68.8051948051948,73.83116883116882,68.74015748031496,73.06299212598425,68.48717948717949,72.83333333333333,68.53846153846153,72.70769230769231,67.3804347826087,72.6304347826087,68.70731707317073,73.4308943089431,68.28125,72.27083333333333,0,2017-01-28,21,46
19245,2017-01-29,Egypt,Morocco,Africa,Africa,35,57,726,587,1,0,African Cup of Nations,Port-Gentil,Gabon,True,No,Win,69.95652173913044,73.1304347826087,67.34482758620689,73.96551724137932,71.67857142857143,73.64285714285714,69.99065420560747,74.08411214953271,71.3529411764706,73.17647058823529,70.06382978723404,74.24468085106383,69.66071428571429,72.32142857142857,69.94252873563218,74.51724137931035,70.63333333333334,72.16666666666667,70.12941176470588,73.91764705882353,69.61538461538461,72.15384615384616,69.65882352941176,73.75294117647059,69.03225806451613,72.51612903225806,70.24,74.41333333333333,1,2017-01-29,46,67
19246,2017-01-29,United States,Serbia,North America,Europe,28,45,822,646,0,0,Friendly,San Diego,USA,False,No,Draw,60.51014492753623,70.33043478260869,67.0603448275862,72.10344827586206,64.65395894428153,71.70381231671554,70.856,74.176,64.25641025641026,71.27920227920228,69.62121212121212,73.86363636363636,63.49847094801223,71.34862385321101,69.6,74.16923076923077,64.75595238095238,70.64880952380952,70.08333333333333,73.28030303030303,65.03478260869565,70.5304347826087,70.23255813953489,73.67441860465117,65.05341246290801,69.7299703264095,70.02985074626865,73.64179104477611,0,2017-01-29,50,22
19248,2017-02-02,Cameroon,Ghana,Africa,Africa,62,54,551,610,2,0,African Cup of Nations,Franceville,Gabon,True,No,Win,66.55405405405405,72.29729729729729,65.42241379310344,72.44827586206897,68.45744680851064,72.93617021276596,67.80645161290323,72.45161290322581,67.6,73.12222222222222,67.36363636363636,73.0530303030303,68.8051948051948,73.83116883116882,67.17424242424242,72.82575757575758,68.48717948717949,72.83333333333333,67.01652892561984,72.7603305785124,67.3804347826087,72.6304347826087,67.65137614678899,73.11009174311927,68.28125,72.27083333333333,65.92561983471074,72.79338842975207,1,2017-02-02,51,27
19250,2017-02-05,Egypt,Cameroon,Africa,Africa,35,62,726,551,1,2,African Cup of Nations,Libreville,Gabon,True,No,Lose,69.95652173913044,73.1304347826087,66.55405405405405,72.29729729729729,71.67857142857143,73.64285714285714,68.45744680851064,72.93617021276596,71.3529411764706,73.17647058823529,67.6,73.12222222222222,69.66071428571429,72.32142857142857,68.8051948051948,73.83116883116882,70.63333333333334,72.16666666666667,68.48717948717949,72.83333333333333,69.61538461538461,72.15384615384616,67.3804347826087,72.6304347826087,69.03225806451613,72.51612903225806,68.28125,72.27083333333333,0,2017-02-05,21,67
19251,2017-02-08,Mexico,Iceland,North America,Europe,18,21,1012,889,1,0,Friendly,Las Vegas,USA,True,No,Win,62.40229885057471,71.69731800766283,63.76744186046512,71.81395348837209,67.16025641025641,72.50320512820512,67.08510638297872,70.82978723404256,66.11111111111111,71.92140921409214,66.88679245283019,70.9622641509434,65.45664739884393,71.82947976878613,66.34146341463415,71.1951219512195,65.62290502793296,71.63966480446928,67.16666666666667,71.16666666666667,65.77900552486187,71.12983425414365,66.50980392156863,70.6470588235294,66.22028985507247,70.6376811594203,66.68,70.46,1,2017-02-08,34,26
19266,2017-03-22,Germany,England,Europe,Europe,3,14,1443,1113,1,0,Friendly,Dortmund,Germany,False,No,Win,63.50481695568401,71.28516377649326,61.0842586544742,70.3004572175049,66.72767857142857,72.17767857142857,64.3170731707317,70.6119241192412,66.10463121783876,72.14493996569469,63.34104046242775,70.95838150289018,66.34207968901846,72.55102040816327,62.85866517106001,71.21536735838474,66.20805369127517,71.66275167785236,63.5661853188929,70.2653429602888,66.10708117443869,71.63730569948187,63.28328267477204,70.11671732522797,67.91053391053391,73.48484848484848,62.757371007371006,69.43611793611794,1,2017-03-22,1,6
19269,2017-03-22,Scotland,Canada,Europe,North America,67,117,523,292,1,1,Friendly,Edinburgh,Scotland,False,No,Draw,61.20444444444445,71.43111111111111,61.51315789473684,70.53947368421052,64.9417808219178,70.18493150684931,63.9125,70.5,63.9695945945946,70.83445945945945,62.023809523809526,69.48809523809524,64.29056603773584,72.04150943396226,63.19178082191781,70.05479452054794,64.59074733096085,70.50889679715303,63.111111111111114,69.97222222222223,63.390243902439025,69.81184668989548,62.63492063492063,68.5079365079365,62.785953177257525,69.11371237458194,63.24561403508772,68.15789473684211,0,2017-03-22,5,44
19273,2017-03-23,Argentina,Chile,South America,South America,1,4,1644,1388,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,No,Win,66.84460260972716,73.29300118623962,60.68,69.68571428571428,70.3096926713948,74.2517730496454,68.11029411764706,73.16176470588235,69.61398963730569,74.70207253886011,66.19473684210526,72.35263157894737,69.39066059225513,74.35990888382688,64.41612903225807,70.3225806451613,68.62554112554112,73.31493506493507,64.58620689655173,70.27586206896552,67.81204569055036,72.75700934579439,66.60725075528701,70.78247734138972,67.37937219730942,71.64843049327354,65.14357682619648,70.37279596977329,1,2017-03-23,53,12
19275,2017-03-23,China PR,Korea Republic,Asia,Asia,86,40,406,690,1,0,FIFA World Cup qualification,Changsha,China PR,False,No,Win,52.23076923076923,59.35076923076923,55.24295774647887,65.36619718309859,62.848101265822784,66.56962025316456,65.45762711864407,69.1864406779661,61.32539682539682,65.7936507936508,64.98611111111111,70.35416666666667,60.10550458715596,64.0229357798165,63.69109947643979,69.06282722513089,59.95355191256831,63.540983606557376,63.607669616519175,67.49557522123894,66.46666666666667,70.1,64.34638554216868,67.91566265060241,62.6,64.86666666666666,64.22865853658537,67.86280487804878,1,2017-03-23,25,36
19280,2017-03-23,Nigeria,Senegal,Africa,Africa,41,28,685,831,1,1,Friendly,London,England,True,No,Draw,67.20869565217392,73.41739130434783,66.49107142857143,72.78571428571429,68.40140845070422,73.16197183098592,69.16778523489933,72.95302013422818,67.60740740740741,73.47407407407407,67.92805755395683,72.83453237410072,67.84496124031008,74.36434108527132,68.5982905982906,73.58974358974359,67.8119658119658,74.23076923076923,68.74015748031496,73.06299212598425,66.79230769230769,73.11538461538461,68.53846153846153,72.70769230769231,66.17054263565892,72.57364341085271,68.70731707317073,73.4308943089431,0,2017-03-23,27,45
19282,2017-03-23,Paraguay,Ecuador,South America,South America,43,22,683,887,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,No,Win,62.973509933774835,68.59933774834437,63.20639534883721,69.13372093023256,70.03921568627452,73.56862745098039,67.72641509433963,72.91509433962264,66.38728323699422,70.71676300578035,66.92857142857143,71.60714285714286,66.84905660377359,71.36477987421384,65.30526315789474,69.97894736842105,69.85227272727273,72.88636363636364,69.875,73.875,69.67123287671232,73.35616438356165,69.07317073170732,72.70731707317073,70.09210526315789,72.97368421052632,71.25806451612904,73.54838709677419,1,2017-03-23,52,25
19287,2017-03-23,Uruguay,Brazil,South America,South America,9,2,1199,1533,1,4,FIFA World Cup qualification,Montevideo,Uruguay,False,No,Lose,65.01199040767386,71.31654676258992,70.55658627087199,74.7291280148423,70.22222222222223,74.4074074074074,72.4114774114774,74.91086691086691,68.15576323987538,72.72274143302181,72.19235511713933,75.15043156596793,68.79577464788733,73.55633802816901,71.99065420560747,74.92640186915888,70.48611111111111,73.47222222222223,71.16169154228855,73.17412935323384,70.06122448979592,73.57142857142857,70.90794451450189,72.74653215636822,69.60645161290323,72.50967741935484,69.88465845464725,71.53751399776036,0,2017-03-23,6,21
19291,2017-03-24,Croatia,Ukraine,Europe,Europe,16,31,1042,798,1,0,FIFA World Cup qualification,Zagreb,Croatia,False,No,Win,68.21604938271605,73.6358024691358,68.0,74.02857142857142,70.27142857142857,75.27142857142857,71.55072463768116,76.4927536231884,69.37086092715232,74.67549668874172,70.46052631578948,75.84210526315789,69.48550724637681,74.97101449275362,70.4776119402985,76.64179104477611,69.62790697674419,74.26356589147287,70.04225352112677,74.7605633802817,69.72,74.31,70.06896551724138,73.62068965517241,68.38983050847457,73.0,68.63934426229508,73.04918032786885,1,2017-03-24,54,2
19292,2017-03-24,Georgia,Serbia,Europe,Europe,126,52,260,628,1,2,FIFA World Cup qualification,Tbilisi,Georgia,False,No,Lose,66.3,72.8,67.0603448275862,72.10344827586206,68.09375,71.59375,70.856,74.176,68.33333333333333,73.58333333333333,69.62121212121212,73.86363636363636,68.36363636363636,74.27272727272727,69.6,74.16923076923077,66.83870967741936,72.35483870967742,70.08333333333333,73.28030303030303,67.21875,72.25,70.23255813953489,73.67441860465117,65.96551724137932,71.0,70.02985074626865,73.64179104477611,0,2017-03-24,50,59
19294,2017-03-24,Republic of Ireland,Wales,Europe,Europe,24,12,859,1120,0,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,No,Draw,57.54220779220779,66.0909090909091,61.02919708029197,70.14598540145985,62.32142857142857,67.89935064935065,63.93037974683544,69.49367088607595,61.80882352941177,68.54411764705883,63.280575539568346,70.64028776978417,60.065625,67.9625,63.38345864661654,71.39097744360902,61.254901960784316,66.92156862745098,63.9485294117647,69.75,60.10336538461539,65.91586538461539,63.48837209302326,70.04651162790698,59.826789838337184,65.75750577367205,64.375,69.90833333333333,0,2017-03-24,13,20
19300,2017-03-24,Mexico,Costa Rica,North America,North America,17,19,1025,953,2,0,FIFA World Cup qualification,Mexico City,Mexico,False,No,Win,62.40229885057471,71.69731800766283,67.73333333333333,70.66666666666667,67.16025641025641,72.50320512820512,69.18518518518519,70.70370370370371,66.11111111111111,71.92140921409214,68.0625,70.1875,65.45664739884393,71.82947976878613,68.28125,70.90625,65.62290502793296,71.63966480446928,68.10344827586206,71.0,65.77900552486187,71.12983425414365,68.29032258064517,71.58064516129032,66.22028985507247,70.6376811594203,70.15384615384616,72.57692307692308,1,2017-03-24,16,26
19305,2017-03-24,Tunisia,Cameroon,Africa,Africa,37,32,774,795,0,1,Friendly,Monastir,Tunisia,False,No,Lose,66.48,72.32,66.55405405405405,72.29729729729729,67.67647058823529,71.02941176470588,68.45744680851064,72.93617021276596,67.44117647058823,71.20588235294117,67.6,73.12222222222222,67.48387096774194,71.80645161290323,68.8051948051948,73.83116883116882,68.36585365853658,70.8780487804878,68.48717948717949,72.83333333333333,68.025,70.7,67.3804347826087,72.6304347826087,68.5,71.94444444444444,68.28125,72.27083333333333,0,2017-03-24,21,43
19309,2017-03-25,Belgium,Greece,Europe,Europe,5,46,1379,678,1,1,FIFA World Cup qualification,Brussels,Belgium,False,No,Draw,64.15413533834587,73.99248120300751,65.83809523809524,73.31428571428572,68.99625468164794,74.9625468164794,69.57407407407408,74.22222222222223,67.90780141843972,74.68085106382979,68.88888888888889,74.21212121212122,68.48559670781893,75.48971193415638,68.55555555555556,74.01010101010101,68.26966292134831,74.31086142322097,69.15533980582525,74.44660194174757,67.86971830985915,73.53873239436619,68.40384615384616,73.41346153846153,68.20454545454545,73.74621212121212,68.88636363636364,73.60227272727273,0,2017-03-25,41,37
19311,2017-03-25,Bulgaria,Netherlands,Europe,Europe,71,21,488,900,2,0,FIFA World Cup qualification,Sofia,Bulgaria,False,No,Win,63.41463414634146,68.17073170731707,65.11428571428571,73.9076923076923,66.375,69.95,68.5823927765237,74.47629796839729,64.71186440677967,69.13559322033899,67.85434782608695,73.79347826086956,65.47916666666667,69.4375,68.3368700265252,75.03978779840848,64.54545454545455,69.51515151515152,67.73015873015873,73.24716553287982,65.8,68.8,67.71171171171171,73.32432432432432,66.47222222222223,68.58333333333333,68.07380952380953,73.28095238095239,1,2017-03-25,29,35
19316,2017-03-25,Portugal,Hungary,Europe,Europe,8,27,1240,834,3,0,FIFA World Cup qualification,Lisbon,Portugal,False,No,Win,68.55325443786982,75.53846153846153,66.12727272727273,72.0,70.63559322033899,75.545197740113,68.83018867924528,73.0377358490566,70.32336956521739,75.8179347826087,67.5,71.36363636363636,70.79938271604938,75.97839506172839,68.63888888888889,72.30555555555556,71.05637982195846,75.01780415430267,69.4,73.57142857142857,70.80838323353294,74.91916167664671,68.27027027027027,72.08108108108108,70.31476323119777,74.58774373259052,68.4,72.225,1,2017-03-25,2,18
19327,2017-03-26,Montenegro,Poland,Europe,Europe,64,12,545,1120,1,2,FIFA World Cup qualification,Podgorica,Montenegro,False,No,Lose,68.30434782608695,71.04347826086956,59.73170731707317,70.2530487804878,69.8076923076923,72.11538461538461,65.52490421455938,71.57471264367815,68.72727272727273,72.54545454545455,63.70261437908497,71.37254901960785,68.10344827586206,72.3103448275862,63.57936507936508,71.38492063492063,67.83333333333333,72.41666666666667,63.068249258160236,68.90504451038575,68.33333333333333,73.37037037037037,64.26993865030674,69.03680981595092,69.1304347826087,73.21739130434783,64.2185628742515,68.59880239520957,0,2017-03-26,4,57
19329,2017-03-26,Romania,Denmark,Europe,Europe,39,48,703,662,0,0,FIFA World Cup qualification,Cluj,Romania,False,No,Draw,58.793103448275865,68.42068965517241,62.70044052863436,72.34361233480176,65.61842105263158,72.11842105263158,66.68181818181819,71.65530303030303,65.18032786885246,72.61748633879782,65.19421487603306,72.63223140495867,64.83422459893048,71.9572192513369,63.84251968503937,71.42125984251969,69.41509433962264,73.71698113207547,63.52870090634441,70.54078549848943,67.90163934426229,71.63934426229508,62.780281690140846,69.50704225352112,68.828125,71.84375,62.985380116959064,69.14035087719299,0,2017-03-26,31,30
19342,2017-03-28,Bolivia,Argentina,South America,South America,97,1,353,1644,2,0,FIFA World Cup qualification,La Paz,Bolivia,False,No,Win,62.10964912280702,68.67543859649123,66.84460260972716,73.29300118623962,64.27272727272727,71.0909090909091,70.3096926713948,74.2517730496454,63.125,69.109375,69.61398963730569,74.70207253886011,62.49514563106796,67.52427184466019,69.39066059225513,74.35990888382688,65.96666666666667,69.8,68.62554112554112,73.31493506493507,65.53333333333333,68.0,67.81204569055036,72.75700934579439,65.2,67.93333333333334,67.37937219730942,71.64843049327354,1,2017-03-28,30,69
19343,2017-03-28,Brazil,Paraguay,South America,South America,2,43,1533,683,3,0,FIFA World Cup qualification,São Paulo,Brazil,False,No,Win,70.55658627087199,74.7291280148423,62.973509933774835,68.59933774834437,72.4114774114774,74.91086691086691,70.03921568627452,73.56862745098039,72.19235511713933,75.15043156596793,66.38728323699422,70.71676300578035,71.99065420560747,74.92640186915888,66.84905660377359,71.36477987421384,71.16169154228855,73.17412935323384,69.85227272727273,72.88636363636364,70.90794451450189,72.74653215636822,69.67123287671232,73.35616438356165,69.88465845464725,71.53751399776036,70.09210526315789,72.97368421052632,1,2017-03-28,22,15
19345,2017-03-28,Cameroon,Guinea,Africa,Africa,32,70,795,500,1,2,Friendly,Molenbeek,Belgium,True,No,Lose,66.55405405405405,72.29729729729729,64.68571428571428,73.68571428571428,68.45744680851064,72.93617021276596,67.26470588235294,72.11764705882354,67.6,73.12222222222222,67.87096774193549,72.19354838709677,68.8051948051948,73.83116883116882,68.07894736842105,71.89473684210526,68.48717948717949,72.83333333333333,67.21052631578948,72.55263157894737,67.3804347826087,72.6304347826087,68.46153846153847,72.61538461538461,68.28125,72.27083333333333,67.57142857142857,72.28571428571429,0,2017-03-28,64,27
19347,2017-03-28,Ecuador,Colombia,South America,South America,22,7,887,1311,0,2,FIFA World Cup qualification,Quito,Ecuador,False,No,Lose,63.20639534883721,69.13372093023256,64.03180212014134,71.26855123674912,67.72641509433963,72.91509433962264,69.3385214007782,73.46692607003891,66.92857142857143,71.60714285714286,68.29681978798587,73.56890459363957,65.30526315789474,69.97894736842105,65.98272138228941,71.57451403887688,69.875,73.875,65.578073089701,70.83222591362126,69.07317073170732,72.70731707317073,65.61485319516407,71.04317789291882,71.25806451612904,73.54838709677419,65.55614035087719,70.74035087719298,0,2017-03-28,15,50
19350,2017-03-28,France,Spain,Europe,Europe,6,10,1317,1161,0,2,Friendly,Saint-Denis,France,False,No,Lose,66.28819444444444,73.81597222222223,67.36464646464647,74.58080808080808,68.69604863221885,74.09219858156028,70.15899218071242,75.11555169417898,67.68004012036108,74.2617853560682,69.63019891500905,75.05244122965642,68.1907894736842,74.55811403508773,69.82713567839195,75.5396984924623,67.81634819532908,73.85244161358811,69.66326530612245,74.50834879406308,67.20429009193055,72.82022471910112,69.88502415458937,74.72946859903382,67.47248182762202,72.91796469366562,70.19740777666999,74.30209371884347,0,2017-03-28,45,14
19364,2017-03-28,Morocco,Tunisia,Africa,Africa,49,37,660,774,1,0,Friendly,Marrakech,Morocco,False,No,Win,67.34482758620689,73.96551724137932,66.48,72.32,69.99065420560747,74.08411214953271,67.67647058823529,71.02941176470588,70.06382978723404,74.24468085106383,67.44117647058823,71.20588235294117,69.94252873563218,74.51724137931035,67.48387096774194,71.80645161290323,70.12941176470588,73.91764705882353,68.36585365853658,70.8780487804878,69.65882352941176,73.75294117647059,68.025,70.7,70.24,74.41333333333333,68.5,71.94444444444444,1,2017-03-28,3,3
19366,2017-03-28,Netherlands,Italy,Europe,Europe,21,15,900,1094,1,2,Friendly,Amsterdam,Netherlands,False,No,Lose,65.11428571428571,73.9076923076923,67.0348162475822,73.52030947775629,68.5823927765237,74.47629796839729,70.06614785992218,74.07392996108949,67.85434782608695,73.79347826086956,68.71735241502684,74.06440071556351,68.3368700265252,75.03978779840848,68.17073170731707,73.60325203252033,67.73015873015873,73.24716553287982,68.86089644513137,72.99072642967542,67.71171171171171,73.32432432432432,67.78884462151395,72.4316069057105,68.07380952380953,73.28095238095239,67.40625,72.34375,0,2017-03-28,48,7
19370,2017-03-28,Peru,Uruguay,South America,South America,18,9,965,1199,2,1,FIFA World Cup qualification,Lima,Peru,False,No,Win,63.33916083916084,68.79020979020979,65.01199040767386,71.31654676258992,67.84126984126983,73.07936507936508,70.22222222222223,74.4074074074074,64.57037037037037,68.70370370370371,68.15576323987538,72.72274143302181,65.02521008403362,69.63025210084034,68.79577464788733,73.55633802816901,69.24324324324324,72.56756756756756,70.48611111111111,73.47222222222223,69.21052631578948,72.57894736842105,70.06122448979592,73.57142857142857,68.72727272727273,72.03030303030303,69.60645161290323,72.50967741935484,1,2017-03-28,11,53
19372,2017-03-28,Portugal,Sweden,Europe,Europe,8,45,1240,681,2,3,Friendly,Funchal,Portugal,False,No,Lose,68.55325443786982,75.53846153846153,60.130434782608695,69.22049689440993,70.63559322033899,75.545197740113,66.33079847908745,70.95437262357414,70.32336956521739,75.8179347826087,65.54980079681275,71.5378486055777,70.79938271604938,75.97839506172839,63.803212851405625,70.56224899598394,71.05637982195846,75.01780415430267,63.73297002724796,69.08446866485014,70.80838323353294,74.91916167664671,63.87301587301587,69.4021164021164,70.31476323119777,74.58774373259052,64.37260273972603,69.04657534246576,0,2017-03-28,26,18
19373,2017-03-28,Russia,Belgium,Europe,Europe,60,5,591,1379,3,3,Friendly,Sochi,Russia,False,No,Draw,65.96969696969697,74.0909090909091,64.15413533834587,73.99248120300751,70.23148148148148,74.98148148148148,68.99625468164794,74.9625468164794,70.03539823008849,75.80530973451327,67.90780141843972,74.68085106382979,69.39423076923077,75.8173076923077,68.48559670781893,75.48971193415638,69.4047619047619,75.64285714285714,68.26966292134831,74.31086142322097,66.31313131313131,71.62626262626263,67.86971830985915,73.53873239436619,66.31391585760518,71.3495145631068,68.20454545454545,73.74621212121212,0,2017-03-28,14,41
19393,2017-05-25,Ghana,Benin,Africa,Africa,45,83,682,395,1,1,Friendly,Accra,Ghana,False,No,Draw,65.42241379310344,72.44827586206897,65.8,72.8,67.80645161290323,72.45161290322581,67.53846153846153,69.76923076923077,67.36363636363636,73.0530303030303,67.35714285714286,69.14285714285714,67.17424242424242,72.82575757575758,68.0909090909091,70.45454545454545,67.01652892561984,72.7603305785124,67.83333333333333,70.83333333333333,67.65137614678899,73.11009174311927,67.4,71.0,65.92561983471074,72.79338842975207,67.70588235294117,71.0,0,2017-05-25,73,52
